Type	Name	DRINK_ID	Premium	Description	Bar	Unique
Cocktail	Coral Blush	XzcFaA9LiK	FALSE	Ketel One Botanical Grapefruit & Rose vodka, guava syrup and Living Coral Sparkling Rosé	The Hideaway Bar	TRUE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	1400 Lobby Bar	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Aquadome Market Bar	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Boleros	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Cantina Fresca	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Dueling Pianos	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Music Hall	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Playmakers Sports Bar	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Point and Feather Pub	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Schooner Bar	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	The Lime and Coconut Bars	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	The Overlook Bar	FALSE
Beer	Corona Extra	WyARzulJtP	FALSE	Mexican pale lager 4.5% ABV	Trellis Bar	FALSE
Cocktail	Count Basie Clover Club	mAo59KbUwy	FALSE	Beefeater London Dry gin, sweet vermouth, raspberry purée, lemon juice and aquafaba	Lou’s Jazz n Blues	TRUE
Cocktail	Cozumel Sunrise	lQdSC9NAkj	FALSE	Cuervo Gold tequila, mango, lime juice and grenadine	Aquadome Market Bar	FALSE
Cocktail	Cozumel Sunrise	lQdSC9NAkj	FALSE	Cuervo Gold tequila, mango, lime juice and grenadine	Boleros	FALSE
Cocktail	Cozumel Sunrise	lQdSC9NAkj	FALSE	Cuervo Gold tequila, mango, lime juice and grenadine	The Overlook Bar	FALSE
Cocktail	Cozumel Sunrise	lQdSC9NAkj	FALSE	Cuervo Gold tequila, mango, lime juice and grenadine	Trellis Bar	FALSE
Cocktail	Cozumel Surprise	zpRqeGMQ6l	FALSE	Jose Cuervo Gold tequila, mango, lime juice and grenadine	Cantina Fresca	TRUE
Soft Mixer	Cranberry Juice	82HEJeCFta	FALSE	—	Aquadome Market Bar	FALSE
Soft Mixer	Cranberry Juice	82HEJeCFta	FALSE	—	The Overlook Bar	FALSE
Soft Mixer	Cranberry Juice	82HEJeCFta	FALSE	—	Trellis Bar	FALSE
Zero Proof	Crave the Wave	8B8qALM1Xf	FALSE	Guava and watermelon syrup, lemon juice, cranberry juice and club soda	Point and Feather Pub	TRUE
Whiskey & Bourbon	Crown Royal	LnzNQkjji0	FALSE	—	Music Hall	TRUE
Cocktail	Curaçao Cosmo	MzFL6KsU9m	FALSE	Malibu Coconut rum, blue curaçao and pineapple juice	Aquadome Market Bar	FALSE
Cocktail	Curaçao Cosmo	MzFL6KsU9m	FALSE	Malibu Coconut rum, blue curaçao and pineapple juice	The Overlook Bar	FALSE
Cocktail	Curaçao Cosmo	MzFL6KsU9m	FALSE	Malibu Coconut rum, blue curaçao and pineapple juice	Trellis Bar	FALSE
White Wine	Danzante Pinot Grigio	fNLYB9K3dl	FALSE	delle Venezie, Italy	Schooner Bar	FALSE
White Wine	Danzante Pinot Grigio	fNLYB9K3dl	FALSE	delle Venezie, Italy	The Overlook Bar	FALSE
White Wine	Danzante Pinot Grigio	fNLYB9K3dl	FALSE	delle Venezie, Italy	Trellis Bar	FALSE
White Wine	Danzante, Pinot Grigio	jvOFgLeCuj	FALSE	Delle Venezie, Italy	1400 Lobby Bar	FALSE
White Wine	Danzante, Pinot Grigio	jvOFgLeCuj	FALSE	Delle Venezie, Italy	Aquadome Market Bar	FALSE
White Wine	Danzante, Pinot Grigio	jvOFgLeCuj	FALSE	Delle Venezie, Italy	Dueling Pianos	FALSE
White Wine	Danzante, Pinot Grigio	jvOFgLeCuj	FALSE	Delle Venezie, Italy	Music Hall	FALSE
Cocktail	Dark ‘n Stormy	IjelkAkiAn	FALSE	Gosling’s Black Seal rum and Gosling’s ginger beer	Aquadome Market Bar	FALSE
Cocktail	Dark ‘n Stormy	IjelkAkiAn	FALSE	Gosling’s Black Seal rum and Gosling’s ginger beer	The Overlook Bar	FALSE
Cocktail	Dark ‘n Stormy	IjelkAkiAn	FALSE	Gosling’s Black Seal rum and Gosling’s ginger beer	Trellis Bar	FALSE
Beer	Daura Damm	NGhFLsIe3A	FALSE	Spain, gluten-free beer	Point and Feather Pub	FALSE
Beer	Daura Damm	NGhFLsIe3A	FALSE	Spain, gluten-free beer	Schooner Bar	FALSE
Beer	Daura Damm	NGhFLsIe3A	FALSE	Spain, gluten-free beer	The Overlook Bar	FALSE
Beer	Daura Damm	NGhFLsIe3A	FALSE	Spain, gluten-free beer	Trellis Bar	FALSE
Cocktail	Desert Pear Margarita	ZC67np56AC	FALSE	Patrón Silver tequila, desert pear syrup and lime juice	Schooner Bar	FALSE
Cocktail	Desert Pear Margarita	ZC67np56AC	FALSE	Patrón Silver tequila, desert pear syrup and lime juice	Schooner Bar	FALSE
Scotch	Dewar’s White	0FA4U2w7BL	FALSE	—	Aquadome Market Bar	TRUE
Whiskey & Bourbon	Dewar’s White Label	zJ7A9fScMW	FALSE	—	Music Hall	FALSE
Whiskey & Bourbon	Dewar’s White Label	zJ7A9fScMW	FALSE	—	The Overlook Bar	FALSE
Whiskey & Bourbon	Dewar’s White Label	zJ7A9fScMW	FALSE	—	Trellis Bar	FALSE
Soft Mixer	Diet Coke	iiIESoHWtA	FALSE	—	Aquadome Market Bar	FALSE
Soft Mixer	Diet Coke	iiIESoHWtA	FALSE	—	The Overlook Bar	FALSE
Soft Mixer	Diet Coke	iiIESoHWtA	FALSE	—	Trellis Bar	FALSE
Liqueurs	Disaronno Amaretto	AoAzyibw7e	FALSE	—	Aquadome Market Bar	FALSE
Liqueurs	Disaronno Amaretto	AoAzyibw7e	FALSE	—	The Overlook Bar	FALSE
Liqueurs	Disaronno Amaretto	AoAzyibw7e	FALSE	—	Trellis Bar	FALSE
Sparkling Wine	Dom Pérignon	wCqE3mMuXA	TRUE	Champagne	Bubbles	TRUE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Aquadome Market Bar	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Cantina Fresca	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Music Hall	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Playmakers Sports Bar	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Point and Feather Pub	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Schooner Bar	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	The Overlook Bar	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Trellis Bar	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Boleros	FALSE
Beer	Dos Equis	NyLMQ4PWcK	FALSE	Mexican lager 4.2% ABV	Dueling Pianos	FALSE
Liqueurs	Drambuie	Etncd2ZdSz	FALSE	—	Aquadome Market Bar	FALSE
Liqueurs	Drambuie	Etncd2ZdSz	FALSE	—	The Overlook Bar	FALSE
Liqueurs	Drambuie	Etncd2ZdSz	FALSE	—	Trellis Bar	FALSE
Soft Mixer	Elderflower Tonic	v74aq7u9L5	FALSE	—	Point and Feather Pub	TRUE
Red Wine	Estancia Pinot Noir	M1YjbxElTv	FALSE	Monterey County, California, USA	Schooner Bar	FALSE
Red Wine	Estancia Pinot Noir	M1YjbxElTv	FALSE	Monterey County, California, USA	The Overlook Bar	FALSE
Red Wine	Estancia Pinot Noir	M1YjbxElTv	FALSE	Monterey County, California, USA	Trellis Bar	FALSE
Red Wine	Estancia Pinot Noir	M1YjbxElTv	FALSE	Monterey County, California, USA	1400 Lobby Bar	FALSE
Red Wine	Estancia Pinot Noir	M1YjbxElTv	FALSE	Monterey County, California, USA	Aquadome Market Bar	FALSE
Red Wine	Estancia Pinot Noir	M1YjbxElTv	FALSE	Monterey County, California, USA	Dueling Pianos	FALSE
Red Wine	Estancia Pinot Noir	M1YjbxElTv	FALSE	Monterey County, California, USA	Music Hall	FALSE
Beer	Estrella Damm	ipTRIMnWXj	FALSE	Spain, pale lager	Point and Feather Pub	TRUE
Soft Mixer	Fanta Orange	8SHxzLhLbe	FALSE	—	Aquadome Market Bar	FALSE
Soft Mixer	Fanta Orange	8SHxzLhLbe	FALSE	—	The Overlook Bar	FALSE
Soft Mixer	Fanta Orange	8SHxzLhLbe	FALSE	—	Trellis Bar	FALSE
Apéritif	Fernet-Branca	w1rz5vc0FA	FALSE	—	Aquadome Market Bar	FALSE
Apéritif	Fernet-Branca	w1rz5vc0FA	FALSE	—	The Overlook Bar	FALSE
Apéritif	Fernet-Branca	w1rz5vc0FA	FALSE	—	Trellis Bar	FALSE
Cocktail	Fiestas Patrias	H6HHwHhPBh	FALSE	Ilegal Joven mezcal, fresh watermelon, coconut syrup, lime and watermelon juice	Boleros	TRUE
Whiskey & Bourbon	Fireball Cinnamon	z1KtMdrWiH	FALSE	—	Aquadome Market Bar	FALSE
Whiskey & Bourbon	Fireball Cinnamon	z1KtMdrWiH	FALSE	—	Music Hall	FALSE
Whiskey & Bourbon	Fireball Cinnamon	z1KtMdrWiH	FALSE	—	The Overlook Bar	FALSE
Whiskey & Bourbon	Fireball Cinnamon	z1KtMdrWiH	FALSE	—	Trellis Bar	FALSE
Beer	Foster’s Oil Can	CPh99m2vYM	FALSE	Australian pale lager 5% ABV	Aquadome Market Bar	FALSE
Beer	Foster’s Oil Can	CPh99m2vYM	FALSE	Australian pale lager 5% ABV	Music Hall	FALSE
Beer	Foster’s Oil Can	CPh99m2vYM	FALSE	Australian pale lager 5% ABV	Schooner Bar	FALSE
Beer	Foster’s Oil Can	CPh99m2vYM	FALSE	Australian pale lager 5% ABV	The Overlook Bar	FALSE
Beer	Foster’s Oil Can	CPh99m2vYM	FALSE	Australian pale lager 5% ABV	Trellis Bar	FALSE
Beer	Foster’s Oil Can	CPh99m2vYM	FALSE	Australian pale lager 5% ABV	Playmakers Sports Bar	FALSE
Beer	Foster’s Oil Can	CPh99m2vYM	FALSE	Australian pale lager 5% ABV	Dueling Pianos	FALSE
Liqueurs	Frangelico	jrEwKDKeEF	FALSE	—	Aquadome Market Bar	FALSE
Liqueurs	Frangelico	jrEwKDKeEF	FALSE	—	The Overlook Bar	FALSE
Liqueurs	Frangelico	jrEwKDKeEF	FALSE	—	Trellis Bar	FALSE
Cocktail	Free Fall	1hp538x02o	FALSE	Ketel One Botanical Orange Blossom vodka, Campari, Cointreau, blood orange purée, lemon sour and soda water	1400 Lobby Bar	TRUE
Cocktail	Frozen Irish Coffee	ULRf6Cxp7l	FALSE	Jameson Irish whiskey, cold brew coffee, Mr Black coffee liqueur and simple syrup	Rye and Bean	TRUE
Cocktail	Garden Breeze	XB6BXk1KjN	TRUE	Bacardi Superior rum, passion fruit syrup, lime juice, mint and Domaine Chandon	Bubbles	TRUE
Whiskey & Bourbon	Gentleman Jack	qtFbnxBe8q	FALSE	—	Aquadome Market Bar	FALSE
Whiskey & Bourbon	Gentleman Jack	qtFbnxBe8q	FALSE	—	Music Hall	FALSE
Whiskey & Bourbon	Gentleman Jack	qtFbnxBe8q	FALSE	—	The Overlook Bar	FALSE
Whiskey & Bourbon	Gentleman Jack	qtFbnxBe8q	FALSE	—	Trellis Bar	FALSE
Soft Mixer	Ginger Ale	fwyhmFVjAC	FALSE	—	Aquadome Market Bar	FALSE
Soft Mixer	Ginger Ale	fwyhmFVjAC	FALSE	—	The Overlook Bar	FALSE
Soft Mixer	Ginger Ale	fwyhmFVjAC	FALSE	—	Trellis Bar	FALSE
Cocktail	Girl From Ipanema	VTKhvzHDTg	FALSE	Leblon Cachaça rum, St-Germain Elderflower liqueur, strawberry purée, aquafaba and lemon juice	Boleros	TRUE
Scotch	Glenfiddich	B7Ap9LXPFr	FALSE	—	Aquadome Market Bar	FALSE
Scotch	Glenfiddich	B7Ap9LXPFr	FALSE	—	The Overlook Bar	FALSE
Scotch	Glenfiddich	B7Ap9LXPFr	FALSE	—	Trellis Bar	FALSE
Cocktail	Goal Post Margarita	BIfN9AImod	FALSE	Tequila, muddled pineapple, sour mix and jalapeño on the rocks with a salt rim	Playmakers Sports Bar	TRUE
Cocktail	Goombay Smash	wa8XS9MsjS	FALSE	Malibu Coconut rum, Kraken Black Spiced rum, orange juice and pineapple juice	Aquadome Market Bar	FALSE
Cocktail	Goombay Smash	wa8XS9MsjS	FALSE	Malibu Coconut rum, Kraken Black Spiced rum, orange juice and pineapple juice	The Lime and Coconut Bars	FALSE
Cocktail	Goombay Smash	wa8XS9MsjS	FALSE	Malibu Coconut rum, Kraken Black Spiced rum, orange juice and pineapple juice	The Overlook Bar	FALSE
Cocktail	Goombay Smash	wa8XS9MsjS	FALSE	Malibu Coconut rum, Kraken Black Spiced rum, orange juice and pineapple juice	Trellis Bar	FALSE
Rum	Gosling’s	sAIwpwiuiV	FALSE	—	The Overlook Bar	TRUE
Liqueurs	Grand Marnier	dviNUIAv7T	FALSE	—	Aquadome Market Bar	FALSE
Liqueurs	Grand Marnier	dviNUIAv7T	FALSE	—	Music Hall	FALSE
Liqueurs	Grand Marnier	dviNUIAv7T	FALSE	—	The Overlook Bar	FALSE
Liqueurs	Grand Marnier	dviNUIAv7T	FALSE	—	Trellis Bar	FALSE
Soft Mixer	Grapefruit Juice	sleMQZ15fS	FALSE	—	Aquadome Market Bar	FALSE
Soft Mixer	Grapefruit Juice	sleMQZ15fS	FALSE	—	The Overlook Bar	FALSE
Soft Mixer	Grapefruit Juice	sleMQZ15fS	FALSE	—	Trellis Bar	FALSE
Zero Proof	Green Sea Monster	E0KHGlSdaM	FALSE	Green apple syrup, shark gummies and house-made lemonade	The Lemon Post Bar	TRUE
Vodka	Grey Goose	KEGbB5scrE	FALSE	—	Music Hall	FALSE
Vodka	Grey Goose	KEGbB5scrE	FALSE	—	The Overlook Bar	FALSE
Beer	Grolsch	bpU5Ak962i	FALSE	The Netherlands, lager	Point and Feather Pub	TRUE
Cocktail	Guava Hot Toddy	aIKozaOz8g	FALSE	Goslings Black Seal rum, guava syrup and Earl Grey tea	Rye and Bean	TRUE
Beer	Guinness Draught	9A0ndGHQnA	FALSE	Irish stout 4.2% ABV	Point and Feather Pub	FALSE
Beer	Guinness Draught	9A0ndGHQnA	FALSE	Irish stout 4.2% ABV	Playmakers Sports Bar	FALSE
Cocktail	Handcrafted Margarita	rsoUJ6ofJo	FALSE	Patrón Silver tequila, Cointreau, lime juice, agave syrup and muddled limes and oranges with a salt rim	Cantina Fresca	FALSE
Cocktail	Handcrafted Margarita	rsoUJ6ofJo	FALSE	Patrón Silver tequila, Cointreau, lime juice, agave syrup and muddled limes and oranges with a salt rim	Aquadome Market Bar	FALSE
Cocktail	Handcrafted Margarita	rsoUJ6ofJo	FALSE	Patrón Silver tequila, Cointreau, lime juice, agave syrup and muddled limes and oranges with a salt rim	Boleros	FALSE
Cocktail	Handcrafted Margarita	rsoUJ6ofJo	FALSE	Patrón Silver tequila, Cointreau, lime juice, agave syrup and muddled limes and oranges with a salt rim	The Overlook Bar	FALSE
Cocktail	Handcrafted Margarita	rsoUJ6ofJo	FALSE	Patrón Silver tequila, Cointreau, lime juice, agave syrup and muddled limes and oranges with a salt rim	Trellis Bar	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	1400 Lobby Bar	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Aquadome Market Bar	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Boleros	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Dueling Pianos	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Music Hall	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Playmakers Sports Bar	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Point and Feather Pub	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Schooner Bar	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	The Overlook Bar	FALSE
Beer	Heineken	al4XYc7O7o	FALSE	Dutch pale lager 5.0% ABV	Trellis Bar	FALSE
Zero Proof	Heineken 0.0	qCRDswRA8J	FALSE	Non-alcoholic	1400 Lobby Bar	FALSE
Zero Proof	Heineken 0.0	qCRDswRA8J	FALSE	Non-alcoholic	Aquadome Market Bar	FALSE
Zero Proof	Heineken 0.0	qCRDswRA8J	FALSE	Non-alcoholic	Playmakers Sports Bar	FALSE
Zero Proof	Heineken 0.0	qCRDswRA8J	FALSE	Non-alcoholic	Point and Feather Pub	FALSE
Zero Proof	Heineken 0.0	qCRDswRA8J	FALSE	Non-alcoholic	Schooner Bar	FALSE
Zero Proof	Heineken 0.0	qCRDswRA8J	FALSE	Non-alcoholic	The Overlook Bar	FALSE
Zero Proof	Heineken 0.0	qCRDswRA8J	FALSE	Non-alcoholic	Trellis Bar	FALSE
Cocktail	Hemingway Daiquiri	s7nFe1tZsU	FALSE	White rum, maraschino liqueur, simple syrup and freshly squeezed lime and grapefruit juices	Boleros	TRUE
Gin	Hendrick’s	AfddxckSLH	FALSE	—	Music Hall	FALSE
Gin	Hendrick’s	AfddxckSLH	FALSE	—	Point and Feather Pub	FALSE
Gin	Hendrick’s	AfddxckSLH	FALSE	—	The Overlook Bar	FALSE
Cognac	Hennessy Black	SXiWde8dI9	FALSE	—	Aquadome Market Bar	FALSE
Cognac	Hennessy Black	SXiWde8dI9	FALSE	—	The Overlook Bar	FALSE
Cognac	Hennessy Black	SXiWde8dI9	FALSE	—	Trellis Bar	FALSE
Cognac	Hennessy V.S	fbSZjeQi0M	FALSE	—	The Overlook Bar	FALSE
Cognac	Hennessy V.S	fbSZjeQi0M	FALSE	—	Trellis Bar	FALSE
Cognac	Hennessy V.S.	hFIGeqDAPf	FALSE	—	Aquadome Market Bar	TRUE
Cognac	Hennessy X.O	0ksAGAisaY	TRUE	—	Music Hall	TRUE
Cocktail	Hibiscus Tea Punch	Lz5hqBAAZQ	FALSE	Absolut Citron vodka, Cointreau, hibiscus tea syrup, lemon juice and prosecco	Rye and Bean	TRUE
Cocktail	Hotel California	VTMigBQthL	FALSE	Tequila, pineapple and orange juices topped with grenadine and Tabasco sauce	Dueling Pianos	FALSE
Cocktail	Hotel California	VTMigBQthL	FALSE	Tequila, pineapple and orange juices topped with grenadine and Tabasco sauce	Music Hall	FALSE
Cocktail	Hotel California	VTMigBQthL	FALSE	Tequila, pineapple and orange juices topped with grenadine and Tabasco sauce	Spotlight Karaoke	FALSE
Cocktail	Hurricane	CKfCiii5pL	FALSE	Bacardi Superior rum, Bacardi Reserva Ocho rum, lime and orange juices, passion fruit syrup, simple syrup and grenadine	Lou’s Jazz n Blues	TRUE
Cocktail	Ice Ice Baby	hPFuyiFcOE	FALSE	Vodka, blue curaçao, pineapple juice and Truly Wild Berry Hard Seltzer	Dueling Pianos	FALSE
Cocktail	Ice Ice Baby	hPFuyiFcOE	FALSE	Vodka, blue curaçao, pineapple juice and Truly Wild Berry Hard Seltzer	Music Hall	FALSE
