Type	Name	DRINK_ID	Premium	Description	Bar	Unique
Cocktail	Purple Tide	GAkcxX1gjs	FALSE	Beefeater London Dry gin, lemon juice, butterfly pea tea, simple syrup and tonic	Swim n Tonic	TRUE
Rum	Pusser’s Navy	2v2qi0LoWM	FALSE	—	The Overlook Bar	TRUE
Rum	Pyrat XO Reserve	qt454FbtqE	FALSE	—	The Overlook Bar	FALSE
Rum	Pyrat XO Reserve	qt454FbtqE	FALSE	—	Music Hall	FALSE
Cocktail	Raspberry Beret	J5dEnFalVH	FALSE	Light rum, vodka, gin, tequila blanco, sweet & sour and Sprite topped with a float of raspberry liqueur	Dueling Pianos	FALSE
Cocktail	Raspberry Beret	J5dEnFalVH	FALSE	Light rum, vodka, gin, tequila blanco, sweet & sour and Sprite topped with a float of raspberry liqueur	Music Hall	FALSE
Cocktail	Raspberry Beret	J5dEnFalVH	FALSE	Light rum, vodka, gin, tequila blanco, sweet & sour and Sprite topped with a float of raspberry liqueur	Spotlight Karaoke	FALSE
Red Wine	Recanati Yasmin Red	4HjnlPTkVL	FALSE	—	Music Hall	TRUE
White Wine	Recanati Yasmin White	Yg7xqbaYQo	FALSE	—	Music Hall	TRUE
Soft Mixer	Red Bull Energy Drink	A5C7FNjM55	FALSE	Regular, sugar-free or Yellow Edition (tropical)	Aquadome Market Bar	FALSE
Soft Mixer	Red Bull Energy Drink	A5C7FNjM55	FALSE	Regular, sugar-free or Yellow Edition (tropical)	The Overlook Bar	FALSE
Soft Mixer	Red Bull Energy Drink	A5C7FNjM55	FALSE	Regular, sugar-free or Yellow Edition (tropical)	Trellis Bar	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Aquadome Market Bar	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Point and Feather Pub	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Schooner Bar	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	The Overlook Bar	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Trellis Bar	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Dueling Pianos	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Music Hall	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Playmakers Sports Bar	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	Cantina Fresca	FALSE
Beer	Red Stripe	nLFtT6u5UV	FALSE	Jamaican pale lager 4.7% ABV	The Lime and Coconut Bars	FALSE
Cognac	Rémy Martin V.S.O.P.	yOhapdhAf8	FALSE	—	Aquadome Market Bar	FALSE
Cognac	Rémy Martin V.S.O.P.	yOhapdhAf8	FALSE	—	The Overlook Bar	FALSE
Cognac	Rémy Martin V.S.O.P.	yOhapdhAf8	FALSE	—	Trellis Bar	FALSE
Cognac	Rémy Martin V.S.O.P.	yOhapdhAf8	FALSE	—	Music Hall	FALSE
Cocktail	Rising Tides	4FNnf5tPOH	FALSE	Bombay Sapphire gin, Lillet Blanc, Cointreau, absinthe and lemon sour	1400 Lobby Bar	TRUE
Whiskey & Bourbon	Rittenhouse Rye	sWAgrZXnsc	FALSE	—	Aquadome Market Bar	FALSE
Whiskey & Bourbon	Rittenhouse Rye	sWAgrZXnsc	FALSE	—	The Overlook Bar	FALSE
Whiskey & Bourbon	Rittenhouse Rye	sWAgrZXnsc	FALSE	—	Trellis Bar	FALSE
White Wine	Robert Mondavi Chardonnay Private Selection	rLfAlUne94	FALSE	California, USA	Schooner Bar	FALSE
Red Wine	Robert Mondavi Merlot Private Selection	4gc6P4k5O7	FALSE	California, USA	Schooner Bar	FALSE
White Wine	Robert Mondavi Chardonnay Private Selection	rLfAlUne94	FALSE	California, USA	The Overlook Bar	FALSE
White Wine	Robert Mondavi Chardonnay Private Selection	rLfAlUne94	FALSE	California, USA	Trellis Bar	FALSE
Red Wine	Robert Mondavi Merlot Private Selection	4gc6P4k5O7	FALSE	California, USA	The Overlook Bar	FALSE
Red Wine	Robert Mondavi Merlot Private Selection	4gc6P4k5O7	FALSE	California, USA	Trellis Bar	FALSE
White Wine	Robert Mondavi Private Selection Sauvignon Blanc	7cyd9oj5RJ	FALSE	California, USA	The Overlook Bar	FALSE
White Wine	Robert Mondavi Private Selection Sauvignon Blanc	7cyd9oj5RJ	FALSE	California, USA	Trellis Bar	FALSE
White Wine	Robert Mondavi Sauvignon Blanc Private Reserve	kDTzhrK4nY	FALSE	California, USA	Schooner Bar	FALSE
White Wine	Robert Mondavi Chardonnay Private Selection	rLfAlUne94	FALSE	California, USA	Music Hall	FALSE
Red Wine	Robert Mondavi Merlot Private Selection	4gc6P4k5O7	FALSE	California, USA	Music Hall	FALSE
White Wine	Robert Mondavi Chardonnay Private Selection	rLfAlUne94	FALSE	California, USA	Aquadome Market Bar	FALSE
Red Wine	Robert Mondavi Merlot Private Selection	4gc6P4k5O7	FALSE	California, USA	Aquadome Market Bar	FALSE
White Wine	Robert Mondavi Sauvignon Blanc Private Reserve	kDTzhrK4nY	FALSE	California, USA	Aquadome Market Bar	FALSE
White Wine	Robert Mondavi Sauvignon Blanc Private Reserve	kDTzhrK4nY	FALSE	California, USA	Music Hall	FALSE
Cocktail	Roll & Rye	6pnNqym3qT	FALSE	Bulleit Rye whiskey, Aperol, lemon juice and simple syrup	Aquadome Market Bar	FALSE
Cocktail	Roll & Rye	6pnNqym3qT	FALSE	Templeton Rye whiskey, simple syrup, Aperol and lemon juice	Schooner Bar	FALSE
Cocktail	Roll & Rye	6pnNqym3qT	FALSE	Templeton Rye whiskey, simple syrup, Aperol and lemon juice	Schooner Bar	FALSE
Cocktail	Roll & Rye	6pnNqym3qT	FALSE	Bulleit Rye whiskey, Aperol, lemon juice and simple syrup	The Overlook Bar	FALSE
Cocktail	Roll & Rye	6pnNqym3qT	FALSE	Bulleit Rye whiskey, Aperol, lemon juice and simple syrup	Trellis Bar	FALSE
Rum	Ron Zacapa	dXybq1Xbkt	FALSE	—	The Overlook Bar	TRUE
Sparkling Wine	Ruffino Prosecco	A7cRyx6XZW	FALSE	Veneto, Italy	Schooner Bar	FALSE
Sparkling Wine	Ruffino Prosecco	A7cRyx6XZW	FALSE	Veneto, Italy	The Overlook Bar	FALSE
Sparkling Wine	Ruffino Prosecco	A7cRyx6XZW	FALSE	Veneto, Italy	Trellis Bar	FALSE
Sparkling Wine	Ruffino Prosecco	A7cRyx6XZW	FALSE	Veneto, Italy	Aquadome Market Bar	FALSE
Sparkling Wine	Ruffino Prosecco	A7cRyx6XZW	FALSE	Veneto, Italy	Music Hall	FALSE
Cocktail	Rum Old Fashioned	kpAN7pAhiU	FALSE	Bacardi Reserva Ocho rum, coconut syrup and Angostura bitters	Aquadome Market Bar	FALSE
Cocktail	Rum Old Fashioned	kpAN7pAhiU	FALSE	Bacardi Reserva Ocho rum, coconut syrup and Angostura bitters	Schooner Bar	FALSE
Cocktail	Rum Old Fashioned	kpAN7pAhiU	FALSE	Bacardi Reserva Ocho rum, coconut syrup and Angostura bitters	Schooner Bar	FALSE
Cocktail	Rum Old Fashioned	kpAN7pAhiU	FALSE	Bacardi Reserva Ocho rum, coconut syrup and Angostura bitters	The Overlook Bar	FALSE
Cocktail	Rum Old Fashioned	kpAN7pAhiU	FALSE	Bacardi Reserva Ocho rum, coconut syrup and Angostura bitters	Trellis Bar	FALSE
Cocktail	Rum Punch	AonkxWcVfi	FALSE	Captain Morgan Original Spiced rum, Bacardi Superior rum, guava and passion fruit syrups, pineapple juice, lime juice and a float of Kraken Black Spiced rum	Aquadome Market Bar	FALSE
Cocktail	Rum Punch	AonkxWcVfi	FALSE	Captain Morgan Original Spiced rum, Bacardi Superior rum, guava and passion fruit syrups, pineapple juice, lime juice and a float of Kraken Black Spiced rum	The Lime and Coconut Bars	FALSE
Cocktail	Rum Punch	AonkxWcVfi	FALSE	Captain Morgan Original Spiced rum, Bacardi Superior rum, guava and passion fruit syrups, pineapple juice, lime juice and a float of Kraken Black Spiced rum	The Overlook Bar	FALSE
Cocktail	Rum Punch	AonkxWcVfi	FALSE	Captain Morgan Original Spiced rum, Bacardi Superior rum, guava and passion fruit syrups, pineapple juice, lime juice and a float of Kraken Black Spiced rum	Trellis Bar	FALSE
Cocktail	Sailor’s Delight	GalEAHAhfr	FALSE	Ketel One Botanical Cucumber & Mint vodka, fresh blueberries, blueberry purée, coconut syrup, orgeat, coconut water, lemon juice, butterfly pea tea and house-made lemonade	The Lemon Post Bar	TRUE
Cocktail	Samba Azul	2Amo8yViT7	FALSE	Atlântico Planta rum, St-Germain Elderflower liqueur, blue curaçao, lemon juice and ginger beer	Boleros	TRUE
Liqueurs	Sambuca	zDh4mrNEl3	FALSE	—	Aquadome Market Bar	FALSE
Liqueurs	Sambuca	zDh4mrNEl3	FALSE	—	The Overlook Bar	FALSE
Liqueurs	Sambuca	zDh4mrNEl3	FALSE	—	Trellis Bar	FALSE
Beer	Samuel Adams Boston Lager	KAIhKwQcgm	FALSE	USA Lager 5.0% ABV	Playmakers Sports Bar	FALSE
Beer	Samuel Adams Boston Lager	KAIhKwQcgm	FALSE	USA Lager 5.0% ABV	Point and Feather Pub	FALSE
Sparkling Wine	Santa Elvira Prosecco	vgrfAs0YPf	FALSE	Veneto, Italy	Bubbles	FALSE
Sparkling Wine	Santa Elvira Prosecco	vgrfAs0YPf	FALSE	Veneto, Italy	Dueling Pianos	FALSE
Sparkling Wine	Santa Elvira Prosecco	vgrfAs0YPf	FALSE	Veneto, Italy	1400 Lobby Bar	FALSE
White Wine	Sauvignon Blanc	K3VkJOF0on	FALSE	Kim Crawford, Marlborough, New Zealand	Playmakers Sports Bar	TRUE
Cocktail	Scarlett’s Tropical Sangria	OW3nlkJsvK	FALSE	Castle Rock Pinot Noir, guava and passion fruit syrups, pineapple juice and lime juice	Aquadome Market Bar	FALSE
Cocktail	Scarlett’s Tropical Sangria	OW3nlkJsvK	FALSE	Castle Rock Pinot Noir, guava and passion fruit syrups, pineapple juice and lime juice	Cantina Fresca	FALSE
Cocktail	Scarlett’s Tropical Sangria	OW3nlkJsvK	FALSE	Castle Rock Pinot Noir, guava and passion fruit syrups, pineapple juice and lime juice	The Overlook Bar	FALSE
Cocktail	Scarlett’s Tropical Sangria	OW3nlkJsvK	FALSE	Castle Rock Pinot Noir, guava and passion fruit syrups, pineapple juice and lime juice	Trellis Bar	FALSE
Cocktail	Sea & T	5vj9FPBLBB	FALSE	Beefeater London Dry gin, Lagoon Bay liqueur, simple syrup, lemon juice and tonic	Point and Feather Pub	FALSE
Cocktail	Sea & T	5vj9FPBLBB	FALSE	Beefeater London Dry gin, Lagoon Bay liqueur, simple syrup, lemon juice and tonic	Schooner Bar	FALSE
Whiskey & Bourbon	Seagram’s 7	0dhuwc8Zok	FALSE	—	Aquadome Market Bar	FALSE
Whiskey & Bourbon	Seagram’s 7	0dhuwc8Zok	FALSE	—	The Overlook Bar	FALSE
Whiskey & Bourbon	Seagram’s 7	0dhuwc8Zok	FALSE	—	Trellis Bar	FALSE
Cocktail	Shade Thrower	fakYEZK4g0	FALSE	Bacardi Superior rum, mango and guava syrup, orange juice, pineapple juice and house-made lemonade	The Lemon Post Bar	TRUE
Cocktail	Shandy	ARWYoiEgNw	FALSE	Lemon juice, simple syrup and Stella Artois pilsner beer	Point and Feather Pub	TRUE
Zero Proof	Shirley Ginger	AWuFgoLiAJ	FALSE	Grenadine, orange juice, lime juice and ginger ale	Aquadome Market Bar	FALSE
Zero Proof	Shirley Ginger	AWuFgoLiAJ	FALSE	Grenadine, orange juice, lime juice and ginger ale	Playmakers Sports Bar	FALSE
Zero Proof	Shirley Ginger	AWuFgoLiAJ	FALSE	Grenadine, orange juice, lime juice and ginger ale	The Overlook Bar	FALSE
Zero Proof	Shirley Ginger	AWuFgoLiAJ	FALSE	Grenadine, orange juice, lime juice and ginger ale	Trellis Bar	FALSE
Beer	Sierra Nevada Pale Ale	2H3ZXNZrVj	FALSE	California Pale Ale 5.6% ABV	Playmakers Sports Bar	FALSE
Beer	Sierra Nevada Pale Ale	2H3ZXNZrVj	FALSE	California Pale Ale 5.6% ABV	Point and Feather Pub	FALSE
Cocktail	Slice of Life	16NMYTPdwO	FALSE	Patrón Silver tequila, hibiscus pineapple tea syrup, watermelon juice, Sprite and house-made lemonade	The Lemon Post Bar	TRUE
Cocktail	Snap, Crackle, Pop!	mAuyxbAhKq	FALSE	Beefeater London Dry gin, lime juice, simple syrup, grenadine and pineapple juice with a Pop Rocks rim	Dueling Pianos	TRUE
Beer	Sol	311GZHYxF8	FALSE	Mexican lager 4.6% ABV	Boleros	FALSE
Beer	Sol	311GZHYxF8	FALSE	Mexican lager 4.6% ABV	Cantina Fresca	FALSE
Beer	Sol	311GZHYxF8	FALSE	Mexican lager 4.6% ABV	Playmakers Sports Bar	FALSE
Cocktail	Som’s Solo Sour	kcHNxOtBW9	FALSE	Jack Daniel’s Tennessee rye whiskey, lemon juice, Vint by Robert Mondavi Cabernet Sauvignon, simple syrup and aquafaba	Lou’s Jazz n Blues	TRUE
Cocktail	Southern Belle	XL72T08dOP	FALSE	Buffalo Trace bourbon, blueberry purée, mint leaves, lemon juice and soda water	Schooner Bar	FALSE
Cocktail	Southern Belle	XL72T08dOP	FALSE	Buffalo Trace bourbon, blueberry purée, mint leaves, lemon juice and soda water	Schooner Bar	FALSE
Liqueurs	Southern Comfort	56nTazM8X2	FALSE	—	Aquadome Market Bar	FALSE
Liqueurs	Southern Comfort	56nTazM8X2	FALSE	—	Music Hall	FALSE
Liqueurs	Southern Comfort	56nTazM8X2	FALSE	—	The Overlook Bar	FALSE
Liqueurs	Southern Comfort	56nTazM8X2	FALSE	—	Trellis Bar	FALSE
Soft Mixer	Sparkling Grapefruit	uenZho8Vqq	FALSE	—	Point and Feather Pub	TRUE
Soft Mixer	Sprite	trUstH0Sej	FALSE	—	Aquadome Market Bar	FALSE
Soft Mixer	Sprite	trUstH0Sej	FALSE	—	The Overlook Bar	FALSE
Soft Mixer	Sprite	trUstH0Sej	FALSE	—	Trellis Bar	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	Aquadome Market Bar	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	Boleros	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	Music Hall	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	Playmakers Sports Bar	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	Point and Feather Pub	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	Schooner Bar	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	The Overlook Bar	FALSE
Beer	Stella Artois	bjHOAErbuD	FALSE	Belgian pilsner 5.0% ABV	Trellis Bar	FALSE
Vodka	Stoli Elit	KHhENAQbLx	FALSE	—	Music Hall	TRUE
Beer	Stone IPA	3ViA9A4Q90	FALSE	California IPA 6.9% ABV	Playmakers Sports Bar	FALSE
Beer	Stone IPA	3ViA9A4Q90	FALSE	California IPA 6.9% ABV	Point and Feather Pub	FALSE
Cocktail	Stout Spresso Martini	sKXgDKOrxY	FALSE	Absolut vodka, cold brew coffee, Mr Black coffee liqueur, simple syrup and Guinness stout	Point and Feather Pub	TRUE
Cocktail	Strawberry Blonde	qkoajQjGAB	FALSE	Tito’s Handmade vodka, St-Germain liqueur, strawberry, lemon juice and mint	Aquadome Market Bar	FALSE
Cocktail	Strawberry Blonde	qkoajQjGAB	FALSE	Tito’s Handmade vodka, St-Germain liqueur, strawberry, lemon juice and mint	The Overlook Bar	FALSE
Cocktail	Strawberry Blonde	qkoajQjGAB	FALSE	Tito’s Handmade vodka, St-Germain liqueur, strawberry, lemon juice and mint	Trellis Bar	FALSE
Cocktail	Strawberry Fields	LYCr3dAKzK	FALSE	Light rum, Aperol, pineapple juice, lemon juice and strawberry purée	Dueling Pianos	FALSE
Cocktail	Strawberry Fields	LYCr3dAKzK	FALSE	Light rum, Aperol, pineapple juice, lemon juice and strawberry purée	Music Hall	FALSE
Cocktail	Strawberry Fields	LYCr3dAKzK	FALSE	Light rum, Aperol, pineapple juice, lemon juice and strawberry purée	Spotlight Karaoke	FALSE
Zero Proof	Strawberry Limeaid	tm96KhOqYA	FALSE	Strawberry, lime juice and club soda	Lou’s Jazz n Blues	FALSE
Zero Proof	Strawberry Limeaid	tm96KhOqYA	FALSE	Strawberry, lime juice and club soda	Aquadome Market Bar	FALSE
Zero Proof	Strawberry Limeaid	tm96KhOqYA	FALSE	Strawberry, lime juice and club soda	The Overlook Bar	FALSE
Zero Proof	Strawberry Limeaid	tm96KhOqYA	FALSE	Strawberry, lime juice and club soda	Trellis Bar	FALSE
Cocktail	Strawberry Sunset	7RhfKLZQqg	FALSE	Beefeater Pink Strawberry gin, strawberry purée, lime and lemon juice, mint and elderflower tonic	Swim n Tonic	TRUE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Aquadome Market Bar	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Dueling Pianos	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Music Hall	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Playmakers Sports Bar	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Playmakers Sports Bar	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Point and Feather Pub	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Schooner Bar	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	The Overlook Bar	FALSE
Cider	Strongbow Hard Cider	drsJmzDu3a	FALSE	English dry cider 5.0% ABV	Trellis Bar	FALSE
Cocktail	Sunset Spirits	2XIq9ZF2JK	FALSE	Patrón Silver tequila, Cointreau, desert pear and watermelon syrup, lime juice and prosecco	The Hideaway Bar	TRUE
Cocktail	Swan Song	BUnuklpmWC	FALSE	Tito’s Handmade vodka, Aperol, guava syrup and lime juice	Lou’s Jazz n Blues	TRUE
Gin	Tanqueray	lU3qHjZdNo	FALSE	—	Music Hall	FALSE
Gin	Tanqueray	lU3qHjZdNo	FALSE	—	Point and Feather Pub	FALSE
Gin	Tanqueray	lU3qHjZdNo	FALSE	—	The Overlook Bar	FALSE
Whiskey & Bourbon	Templeton Rye	TABUG0CNiB	FALSE	—	Aquadome Market Bar	FALSE
Whiskey & Bourbon	Templeton Rye	TABUG0CNiB	FALSE	—	The Overlook Bar	FALSE
Whiskey & Bourbon	Templeton Rye	TABUG0CNiB	FALSE	—	Trellis Bar	FALSE
Cocktail	Tennessee Bell	qMZ2cxtAUt	FALSE	Gin, peach schnapps, elderflower liqueur and lemon juice topped with grapefruit juice	Dueling Pianos	FALSE
Cocktail	Tennessee Bell	qMZ2cxtAUt	FALSE	Gin, peach schnapps, elderflower liqueur and lemon juice topped with grapefruit juice	Music Hall	FALSE
Cocktail	Tennessee Bell	qMZ2cxtAUt	FALSE	Gin, peach schnapps, elderflower liqueur and lemon juice topped with grapefruit juice	Spotlight Karaoke	FALSE
Beer	Terrapin Hopsecutioner	VOe4M1AIts	FALSE	American IPA 7.3% ABV	Playmakers Sports Bar	TRUE
Beer	Terrapin Luau Krunkles Passion Fruit Orange Guava IPA	wjDAtPAdem	FALSE	American IPA 6.5% ABV	Playmakers Sports Bar	FALSE
Beer	Terrapin Luau Krunkles Passion Fruit Orange Guava IPA	wjDAtPAdem	FALSE	American IPA 6.5% ABV	Point and Feather Pub	FALSE
Beer	Terrapin Luau Krunkles Passion Fruit Orange Guava IPA	wjDAtPAdem	FALSE	American IPA 6.5% ABV	The Lime and Coconut Bars	FALSE
Red Wine	Terrazas de los Andes Malbec	gFAod0wgjC	FALSE	Mendoza, Argentina	Schooner Bar	FALSE
Red Wine	Terrazas de los Andes Malbec	gFAod0wgjC	FALSE	Mendoza, Argentina	The Overlook Bar	FALSE
Red Wine	Terrazas de los Andes Malbec	gFAod0wgjC	FALSE	Mendoza, Argentina	Trellis Bar	FALSE
Red Wine	Terrazas de los Andes Malbec	gFAod0wgjC	FALSE	Mendoza, Argentina	1400 Lobby Bar	FALSE
Red Wine	Terrazas de los Andes Malbec	gFAod0wgjC	FALSE	Mendoza, Argentina	Aquadome Market Bar	FALSE
Red Wine	Terrazas de los Andes Malbec	gFAod0wgjC	FALSE	Mendoza, Argentina	Dueling Pianos	FALSE
Red Wine	Terrazas de los Andes Malbec	gFAod0wgjC	FALSE	Mendoza, Argentina	Music Hall	FALSE
Gin	The Botanist	rmjWfyVjE8	FALSE	—	Point and Feather Pub	FALSE
Gin	The Botanist	rmjWfyVjE8	FALSE	—	The Overlook Bar	FALSE
Cocktail	The Eagle	ldwb8XQ5zA	FALSE	Hennessy VS cognac, milk, vanilla and simple syrup with a sprinkle of nutmeg	1400 Lobby Bar	TRUE
Cocktail	The Escape Raft	GEG1inWJmE	FALSE	Tito’s Handmade vodka, coconut water, lemon juice, coconut syrup, orgeat, fresh pineapple and house-made lemonade	The Lemon Post Bar	TRUE
Cocktail	The First Song	iLZdcKlzVE	FALSE	Casamigos Silver tequila, Cointreau, watermelon juice and lemon sour	1400 Lobby Bar	TRUE
Cocktail	The Flowrider	RjaUM3bOM8	FALSE	Jack Daniel’s Tennessee rye, Heering cherry liqueur, Lillet Blanc and Angostura orange bitters	1400 Lobby Bar	TRUE
Cocktail	The Fourteen Hundred	A3gx8aEADJ	FALSE	Casamigos Blanco tequila, Italicus liqueur, pearl shimmer syrup and lemon sour with a citrus bubble	1400 Lobby Bar	TRUE
Cocktail	The Gin Blossom	D9djDNXGWC	FALSE	Gin, elderflower liqueur, apple juice and a splash of club soda	Dueling Pianos	FALSE
Cocktail	The Gin Blossom	D9djDNXGWC	FALSE	Gin, elderflower liqueur, apple juice and a splash of club soda	Music Hall	FALSE
Cocktail	The Gin Blossom	D9djDNXGWC	FALSE	Gin, elderflower liqueur, apple juice and a splash of club soda	Spotlight Karaoke	FALSE
Scotch	The Glenlivet	hRbEABmN63	FALSE	—	Aquadome Market Bar	FALSE
Scotch	The Glenlivet	hRbEABmN63	FALSE	—	Music Hall	FALSE
Scotch	The Glenlivet	hRbEABmN63	FALSE	—	The Overlook Bar	FALSE
Scotch	The Glenlivet	hRbEABmN63	FALSE	—	Trellis Bar	FALSE
Cocktail	The Painkiller	A1b5mtUIBh	FALSE	Pusser’s Navy rum, pineapple juice, orange juice, coconut syrup and a dash of nutmeg	The Lime and Coconut Bars	FALSE
Cocktail	The Painkiller	A1b5mtUIBh	FALSE	Pusser’s Navy rum, pineapple juice, orange juice, coconut syrup and a dash of nutmeg	Aquadome Market Bar	FALSE
Cocktail	The Painkiller	A1b5mtUIBh	FALSE	Pusser’s Navy rum, pineapple juice, orange juice, coconut syrup and a dash of nutmeg	Boleros	FALSE
Cocktail	The Painkiller	A1b5mtUIBh	FALSE	Pusser’s Navy rum, pineapple juice, orange juice, coconut syrup and a dash of nutmeg	The Overlook Bar	FALSE
Cocktail	The Painkiller	A1b5mtUIBh	FALSE	Pusser’s Navy rum, pineapple juice, orange juice, coconut syrup and a dash of nutmeg	Trellis Bar	FALSE
Cocktail	The Pitch	rbzDC3YW13	FALSE	Vodka, rum, gin, Midori, sour mix and Sprite	Playmakers Sports Bar	TRUE
Cocktail	The Shark Attack	jSDXszXhO6	FALSE	Hendrick’s gin, passion fruit, coconut, banana and ginger syrups, pineapple juice, nutmeg, butterfly pea tea and house-made lemonade	The Lemon Post Bar	TRUE
Cocktail	Thyme for Gin	yAn5vwmg1M	FALSE	Aviation gin, lemon juice, simple syrup and thyme topped with club soda	Aquadome Market Bar	FALSE
Cocktail	Thyme for Gin	yAn5vwmg1M	FALSE	Aviation gin, lemon juice, simple syrup and thyme topped with club soda	Point and Feather Pub	FALSE
Cocktail	Thyme for Gin	yAn5vwmg1M	FALSE	Aviation gin, lemon juice, simple syrup and thyme topped with club soda	The Overlook Bar	FALSE
Cocktail	Thyme for Gin	yAn5vwmg1M	FALSE	Aviation gin, lemon juice, simple syrup and thyme topped with club soda	Trellis Bar	FALSE
Beer	Tiger	3Wl6qMzlyB	FALSE	Singaporean golden lager 5% ABV	Playmakers Sports Bar	TRUE
Zero Proof	Tiger’s Tale	9ATt4GyO8h	FALSE	Lemon juice, coconut syrup, watermelon syrup, club soda, mint, strawberry and watermelon	1400 Lobby Bar	FALSE
Zero Proof	Tiger’s Tale	9ATt4GyO8h	FALSE	Lemon juice, coconut syrup, watermelon syrup, club soda, mint, strawberry and watermelon	Dueling Pianos	FALSE
Zero Proof	Tiger’s Tale	9ATt4GyO8h	FALSE	Lemon juice, coconut syrup, watermelon syrup, club soda, mint, strawberry and watermelon	Spotlight Karaoke	FALSE
Vodka	Tito’s Handmade	cpBhfundlD	FALSE	—	Music Hall	TRUE
Cocktail	Toasted Marshmallow Old Fashioned	sd2fxYA9aj	FALSE	Buffalo Trace bourbon, toasted marshmallow syrup and cocoa bitters, served with torched marshmallows	Schooner Bar	FALSE
Cocktail	Toasted Marshmallow Old Fashioned	sd2fxYA9aj	FALSE	Buffalo Trace bourbon, toasted marshmallow syrup and cocoa bitters, served with torched marshmallows	Schooner Bar	FALSE
Soft Mixer	Tonic	pZmBody4AO	FALSE	—	Aquadome Market Bar	FALSE
Soft Mixer	Tonic	pZmBody4AO	FALSE	—	Point and Feather Pub	FALSE
Soft Mixer	Tonic	pZmBody4AO	FALSE	—	The Overlook Bar	FALSE
Soft Mixer	Tonic	pZmBody4AO	FALSE	—	Trellis Bar	FALSE
Soft Mixer	Tonic Light	hGOGuvhMAI	FALSE	—	Point and Feather Pub	TRUE
Red Wine	Torres Ribera del Duero “Celeste” Crianza	5bvjI7X9uk	FALSE	Castilla y León, Spain	Schooner Bar	FALSE
Red Wine	Torres Ribera del Duero “Celeste” Crianza	5bvjI7X9uk	FALSE	Castilla y León, Spain	The Overlook Bar	FALSE
Red Wine	Torres Ribera del Duero “Celeste” Crianza	5bvjI7X9uk	FALSE	Castilla y León, Spain	Trellis Bar	FALSE
Red Wine	Torres Ribera del Duero “Celeste” Crianza	5bvjI7X9uk	FALSE	Castilla y León, Spain	Dueling Pianos	FALSE
Red Wine	Torres Ribera del Duero “Celeste” Crianza	5bvjI7X9uk	FALSE	Castilla y León, Spain	Music Hall	FALSE
Red Wine	Torres Ribera del Duero “Celeste” Crianza	5bvjI7X9uk	FALSE	Castilla y León, Spain	Aquadome Market Bar	FALSE
Cocktail	Tribute	iUs75PE2NQ	FALSE	Coconut rum and raspberry liqueur topped with pineapple juice and a splash of club soda	Dueling Pianos	FALSE
Cocktail	Tribute	iUs75PE2NQ	FALSE	Coconut rum and raspberry liqueur topped with pineapple juice and a splash of club soda	Music Hall	FALSE
Cocktail	Tribute	iUs75PE2NQ	FALSE	Coconut rum and raspberry liqueur topped with pineapple juice and a splash of club soda	Spotlight Karaoke	FALSE
Zero Proof	Tropic Blast Lemonade	YpmznCXNZP	FALSE	Orange juice, pineapple juice, mango and guava syrup and house-made lemonade	The Lemon Post Bar	TRUE
